run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
232, 0, 1, 4, 2, 14284, 652.932, 67595.1
232, 1.51508e-05, 8.79143e-08, 2, 1, 18544, 19.4263, 90125.7
232, 2.91943e-05, 1.90039e-07, 2, 1, 19177, 34.7458, 104791
232, 5.32471e-05, 2.94624e-07, 2, 1, 19135, 51.6049, 107787
232, 8.60444e-05, 3.56227e-07, 2, 2, 19165, 72.2069, 103558
232, 0.0001246, 3.83713e-07, 2, 1, 19246, 94.5621, 99373.9
232, 0.000160347, 3.77998e-07, 1, 1, 19441, 118.927, 95281.7
232, 0.000207245, 4.78447e-07, 2, 2, 19918, 143.774, 92498
232, 0.000251335, 4.4995e-07, 2, 1, 20605, 167.722, 91388.4
232, 0.000306289, 5.83819e-07, 3, 2, 21106, 196.484, 88624.7
232, 0.0003591, 5.19591e-07, 2, 2, 21511, 231.795, 84319.5
232, 0.000419491, 6.84488e-07, 2, 2, 21547, 257.469, 84271.8
232, 0.000483242, 7.26067e-07, 4, 2, 21601, 293.557, 81269
232, 0.000563418, 8.92008e-07, 2, 2, 21907, 326.046, 79841.5
232, 0.000658908, 9.88659e-07, 3, 2, 22201, 355.751, 79373.3
232, 0.000760589, 9.90605e-07, 2, 2, 22357, 388.059, 78481.8
232, 0.000863031, 1.03741e-06, 2, 2, 22864, 416.553, 78529.9
232, 0.000970113, 1.15885e-06, 2, 2, 23506, 444.193, 78863.9
232, 0.00108813, 1.19216e-06, 2, 2, 23797, 475.83, 78602.3
232, 0.0012086, 1.2447e-06, 3, 2, 24085, 511.651, 77792
232, 0.0013455, 1.36793e-06, 2, 2, 24400, 550.117, 76759.6
232, 0.00148421, 1.55369e-06, 3, 2, 24757, 587.538, 76045.2
232, 0.00163023, 1.57003e-06, 3, 2, 25258, 630.199, 74863.9
232, 0.0017951, 1.57616e-06, 3, 2, 25726, 675.535, 73616.3
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
233, 0, 1, 3, 2, 14284, 716.468, 72666
233, 3.55064e-05, 4.1719e-07, 2, 2, 12013, 5.95181, 193840
233, 0.000102517, 7.84696e-07, 1, 1, 12823, 22.5742, 106137
233, 0.000216111, 1.37693e-06, 2, 2, 13420, 39.5437, 93773.9
233, 0.000362733, 1.50091e-06, 1, 2, 13549, 56.2096, 90022.7
233, 0.000522169, 1.70769e-06, 3, 2, 13726, 74.25, 86434.5
233, 0.0007185, 2.10585e-06, 2, 2, 14410, 96.8746, 80646
233, 0.000965666, 2.87949e-06, 2, 2, 15352, 112.227, 82802.8
233, 0.00126133, 2.97528e-06, 4, 2, 16141, 129.802, 83731.9
233, 0.00156936, 2.79877e-06, 2, 2, 16870, 153.703, 81448.6
233, 0.00186806, 3.48637e-06, 4, 2, 17488, 186.305, 76414.1
233, 0.00224927, 4.09264e-06, 3, 2, 18334, 219.657, 72984.7
233, 0.00267119, 4.35344e-06, 3, 2, 19006, 243.393, 73540.3
233, 0.00314717, 4.82199e-06, 3, 3, 19546, 269.885, 73481.3
233, 0.00360622, 4.74158e-06, 5, 2, 20062, 304.264, 71689.2
233, 0.00412043, 5.62637e-06, 3, 2, 20314, 336.163, 70880.1
233, 0.00472794, 6.25123e-06, 4, 3, 20374, 370.962, 69707.5
233, 0.00531619, 5.81368e-06, 3, 2, 20155, 404.317, 68970.3
233, 0.00593871, 6.52022e-06, 4, 2, 19930, 426.713, 70038.6
233, 0.00663991, 7.36406e-06, 4, 2, 19936, 454.322, 70187.5
233, 0.00725182, 3.01713e-06, 3, 2, 20044, 480.002, 70595.8
233, 0.00791163, 7.28522e-06, 4, 2, 19978, 512.163, 70072
233, 0.00869503, 8.49056e-06, 4, 3, 19948, 552.7, 68532.5
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
234, 0, 1, 4, 3, 14284, 592.319, 66902.5
234, 3.01476e-05, 2.12372e-07, 2, 2, 12949, 14.363, 85262.5
234, 6.45894e-05, 4.0847e-07, 2, 1, 13864, 32.271, 79565.8
234, 0.000118678, 6.17745e-07, 2, 2, 14350, 45.9519, 86694.2
234, 0.000195406, 8.86827e-07, 2, 2, 14290, 65.7191, 82498.7
234, 0.000286963, 1.06906e-06, 2, 2, 14356, 81.0817, 84452.8
234, 0.000412033, 1.46315e-06, 2, 2, 14620, 100.679, 82400.4
234, 0.00056733, 1.63913e-06, 3, 2, 15238, 119.657, 81827.3
234, 0.000739104, 1.9429e-06, 2, 2, 15829, 139.381, 81439
234, 0.000967796, 2.5929e-06, 3, 2, 16486, 161.376, 80357.1
234, 0.00123203, 2.5209e-06, 3, 2, 17050, 185.432, 79015.8
234, 0.00147211, 2.41312e-06, 3, 2, 17377, 208.436, 78556
234, 0.00173688, 2.77474e-06, 3, 2, 17815, 230.831, 78528.6
234, 0.00204578, 3.35041e-06, 3, 2, 18571, 259.334, 76901.4
234, 0.0023568, 3.01816e-06, 3, 2, 19171, 281.531, 77563
234, 0.00270012, 3.62556e-06, 3, 2, 19756, 309.849, 76765.2
234, 0.00307753, 3.82477e-06, 3, 2, 20320, 341.293, 75573.4
234, 0.0034471, 3.62486e-06, 3, 2, 20773, 370.859, 75091.6
234, 0.00383581, 4.54337e-06, 5, 2, 21499, 404.711, 74027.7
234, 0.00427905, 4.08623e-06, 7, 2, 22354, 445.439, 72193
234, 0.00468424, 4.10557e-06, 3, 2, 23056, 491.657, 70034.8
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
235, 0, 1, 4, 3, 14284, 515.508, 69503.6
235, 1.222e-05, 7.64443e-08, 2, 1, 16693, 18.9769, 81356.2
235, 2.48063e-05, 1.7421e-07, 2, 1, 17908, 39.1105, 83798.6
235, 4.41606e-05, 2.38137e-07, 2, 1, 18907, 52.4272, 97667.3
235, 7.13661e-05, 2.83888e-07, 2, 1, 19711, 76.2596, 92516.7
235, 0.000102751, 3.65074e-07, 2, 2, 20494, 101.195, 89526.4
235, 0.00014599, 4.72147e-07, 3, 2, 21445, 131.422, 84908.7
235, 0.000196837, 5.25495e-07, 2, 2, 22390, 157.757, 84613
235, 0.000253585, 5.68818e-07, 3, 2, 23116, 190.313, 82097.7
235, 0.0003125, 6.05308e-07, 3, 1, 23638, 224.471, 80039.1
235, 0.000369596, 5.6169e-07, 2, 2, 24091, 259.166, 78528.6
235, 0.000428024, 6.12758e-07, 2, 1, 24391, 293.861, 77511.3
235, 0.000488146, 6.10647e-07, 3, 1, 24823, 326.312, 77334.9
235, 0.00054853, 6.01353e-07, 2, 1, 25162, 365.141, 75956.5
235, 0.000607222, 5.63296e-07, 2, 2, 25663, 409.737, 73903.5
235, 0.000662024, 5.35246e-07, 2, 1, 25966, 452.194, 72680
235, 0.000713217, 4.80108e-07, 2, 1, 26149, 482.729, 73473.6
235, 0.000757857, 4.33425e-07, 1, 1, 26509, 518.067, 73555.4
235, 0.000809624, 6.41563e-07, 2, 1, 27028, 556.148, 73320.5
235, 0.000878818, 6.66505e-07, 2, 2, 27958, 596.738, 72928
235, 0.000943753, 6.63664e-07, 2, 2, 28618, 636.353, 72833.4
235, 0.00101309, 7.1081e-07, 2, 1, 29266, 675.123, 72937.7
235, 0.00108485, 7.31538e-07, 2, 2, 29581, 711.86, 73299.2
235, 0.00116004, 7.65074e-07, 2, 1, 30043, 753.524, 73203.7
235, 0.00123661, 7.68429e-07, 2, 2, 30481, 795.443, 73143.6
235, 0.00131438, 7.87495e-07, 2, 1, 30622, 843.899, 72565.3
235, 0.00139408, 8.0606e-07, 2, 2, 30850, 893.027, 72016.2
235, 0.0014758, 8.29427e-07, 2, 2, 31288, 937.92, 71877.9
235, 0.00155943, 8.41531e-07, 2, 2, 31684, 981.872, 71863.4
235, 0.00164441, 8.57802e-07, 2, 2, 31942, 1031.22, 71510
235, 0.00173098, 8.74912e-07, 2, 2, 32494, 1084.75, 70953.5
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
236, 0, 1, 3, 2, 14284, 1095.37, 70800.1
236, 3.33515e-05, 4.07056e-07, 2, 2, 6889, 5.75512, 113749
236, 9.86019e-05, 7.70555e-07, 2, 1, 7576, 10.9091, 126384
236, 0.000210527, 1.38961e-06, 2, 2, 8026, 15.8302, 136445
236, 0.000351125, 1.45003e-06, 2, 2, 8200, 20.2884, 146637
236, 0.000503589, 1.65163e-06, 4, 2, 8308, 23.783, 159676
236, 0.000680931, 1.8262e-06, 2, 1, 9019, 30.0815, 155019
236, 0.000882933, 2.44829e-06, 3, 2, 10087, 36.9123, 152152
236, 0.0011137, 2.58229e-06, 2, 2, 10876, 45.2528, 147354
236, 0.00139815, 2.65519e-06, 2, 2, 11542, 55.6983, 139879
236, 0.00165303, 2.68567e-06, 3, 2, 12103, 67.055, 133847
236, 0.00196376, 3.39973e-06, 3, 2, 12514, 82.5458, 123627
236, 0.00235451, 4.42865e-06, 4, 2, 13258, 94.3704, 121672
236, 0.002827, 5.19649e-06, 3, 2, 13849, 109.059, 117706
236, 0.00335695, 5.89855e-06, 4, 2, 14626, 121.707, 117111
236, 0.00395774, 6.60443e-06, 4, 3, 15379, 138.663, 113587
236, 0.00467027, 6.55154e-06, 5, 3, 15691, 167.272, 103505
236, 0.0053543, 6.83554e-06, 3, 2, 15070, 197.659, 95369.2
236, 0.0058434, 5.5064e-06, 3, 2, 15163, 215.873, 94312.6
236, 0.00652728, 7.57402e-06, 4, 2, 15025, 234.214, 93376.2
236, 0.00702021, 7.71544e-06, 3, 2, 15178, 258.116, 90582.7
236, 0.00770045, 6.31062e-06, 3, 2, 15298, 284.26, 87611.2
236, 0.00823668, 6.64535e-06, 3, 2, 14944, 301.962, 87479.5
236, 0.00885627, 6.15104e-06, 3, 2, 14923, 322.894, 86419.6
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
237, 0, 1, 3, 2, 14284, 331.274, 86116.4
237, 1.50308e-05, 9.10216e-08, 2, 2, 13858, 7.20431, 182911
237, 3.0045e-05, 1.81891e-07, 2, 1, 14437, 20.7109, 132022
237, 5.4934e-05, 3.08847e-07, 2, 2, 14566, 33.7478, 123905
237, 8.8981e-05, 3.74226e-07, 2, 2, 14836, 47.1632, 119900
237, 0.000130705, 4.57166e-07, 2, 1, 15094, 61.9066, 115564
237, 0.000181847, 5.48235e-07, 3, 2, 15637, 78.1935, 111042
237, 0.000230992, 4.50706e-07, 3, 2, 16483, 102.924, 99984
237, 0.000281732, 5.75789e-07, 3, 2, 16945, 125.409, 95388.6
237, 0.000346025, 7.20472e-07, 3, 2, 17221, 154.074, 88676.8
237, 0.000419416, 6.8477e-07, 2, 2, 18193, 181.204, 85208.7
237, 0.000487589, 7.20555e-07, 2, 2, 18823, 209.355, 82590.8
237, 0.000564926, 8.01632e-07, 2, 2, 19354, 234.874, 81756.1
237, 0.000656383, 9.11905e-07, 2, 2, 19921, 266.732, 79357.3
237, 0.000743502, 8.6152e-07, 2, 2, 20341, 294.452, 78715
237, 0.000833639, 9.60823e-07, 2, 2, 20908, 322.295, 78326.6
237, 0.000939831, 1.21202e-06, 3, 2, 21487, 354.661, 77153
237, 0.00106266, 1.24791e-06, 3, 2, 22450, 383.984, 76980.5
237, 0.00119006, 1.23581e-06, 3, 2, 23227, 420.284, 75769.9
237, 0.00130714, 1.13873e-06, 3, 2, 23986, 460.355, 74309.8
237, 0.00142748, 1.35669e-06, 3, 2, 24760, 499.459, 73362.4
237, 0.00157073, 1.47244e-06, 3, 2, 25822, 541.403, 72350.4
237, 0.00172329, 1.67975e-06, 3, 2, 27205, 591.326, 70717
237, 0.00190888, 1.79363e-06, 4, 2, 29425, 646.358, 69074.6
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
238, 0, 1, 3, 2, 14284, 686.963, 68050.2
238, 7.29051e-06, 5.26878e-08, 2, 1, 13945, 16.2188, 81143.2
238, 1.57941e-05, 1.01396e-07, 2, 1, 15007, 34.4383, 80244.2
238, 2.95266e-05, 1.67848e-07, 2, 2, 15601, 50.9248, 84229.7
238, 4.7005e-05, 1.85038e-07, 2, 1, 16261, 73.0826, 80602.6
238, 6.90882e-05, 2.67647e-07, 2, 1, 17011, 95.3394, 79210.7
238, 9.8184e-05, 3.07573e-07, 2, 1, 17914, 117.619, 79020.3
238, 0.000130173, 3.35171e-07, 2, 2, 19282, 138.84, 80336.9
238, 0.000165067, 3.49595e-07, 2, 1, 20467, 158.117, 83122.5
238, 0.00020337, 4.04222e-07, 3, 1, 20941, 178.458, 85280.8
238, 0.000245302, 4.36241e-07, 2, 1, 21130, 203.735, 85003.4
238, 0.000290444, 4.68813e-07, 3, 2, 21742, 233.751, 83255.8
238, 0.000338839, 4.9879e-07, 2, 1, 22456, 265.332, 81677
238, 0.000390211, 5.28086e-07, 3, 2, 23170, 301.401, 79456.2
238, 0.000444411, 5.55103e-07, 3, 2, 23722, 337.331, 77946.1
238, 0.00050127, 5.81913e-07, 2, 2, 24379, 376.931, 76124.8
238, 0.000560868, 6.0991e-07, 2, 1, 24973, 415.819, 74928.4
238, 0.000623276, 6.37874e-07, 3, 1, 25762, 452.648, 74417.4
238, 0.000688484, 6.6578e-07, 2, 2, 26440, 493.864, 73488.2
238, 0.000756459, 6.93511e-07, 2, 2, 27127, 527.185, 73925
238, 0.000827177, 7.204e-07, 2, 2, 27805, 570.149, 73187.4
238, 0.000900606, 7.47786e-07, 2, 2, 28456, 616.271, 72281.2
238, 0.000976727, 7.74387e-07, 2, 2, 29266, 669.355, 70859.9
238, 0.00105554, 8.01563e-07, 2, 2, 30037, 711.39, 70841.4
238, 0.00113706, 8.28937e-07, 2, 2, 30979, 765.946, 69770.5
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
239, 0, 1, 3, 2, 14284, 810.93, 69120.3
239, 5.17563e-06, 4.83523e-08, 2, 1, 18325, 18.8296, 90778.1
239, 1.35658e-05, 1.27855e-07, 2, 1, 19192, 44.9066, 80075.8
239, 2.66321e-05, 1.31369e-07, 2, 1, 19945, 73.8782, 75172.6
239, 3.99376e-05, 1.42371e-07, 2, 1, 20842, 99.9127, 76041
239, 5.41546e-05, 1.59191e-07, 2, 1, 21877, 127.6, 76279.4
239, 7.28723e-05, 1.9968e-07, 2, 1, 22558, 157.866, 75783.2
239, 9.56645e-05, 2.29677e-07, 2, 1, 22267, 196.352, 72366.3
239, 0.000118822, 2.29941e-07, 2, 1, 22225, 234.714, 70019.4
239, 0.000142723, 2.61907e-07, 2, 2, 22354, 264.939, 70443.2
239, 0.000171473, 3.01222e-07, 2, 1, 22651, 291.446, 71749.7
239, 0.000202543, 3.09587e-07, 2, 1, 22765, 322.327, 71919.1
239, 0.000232783, 3.19744e-07, 2, 1, 23143, 351.141, 72549.1
239, 0.000269794, 4.20493e-07, 3, 2, 23689, 383.038, 72607.9
239, 0.000312108, 4.20592e-07, 2, 2, 24394, 421.356, 71703.1
239, 0.000355778, 4.45172e-07, 2, 2, 24805, 460.524, 70944.4
239, 0.000401284, 4.50457e-07, 3, 2, 25177, 498.529, 70545
239, 0.000446994, 4.46829e-07, 3, 2, 25684, 538.456, 70040.9
239, 0.000490727, 4.49902e-07, 2, 2, 26365, 580.573, 69436.3
239, 0.000537312, 4.89183e-07, 3, 2, 27154, 617.088, 69654.4
239, 0.000589059, 5.51976e-07, 3, 2, 28033, 664.833, 68812.9
239, 0.000647535, 5.70161e-07, 3, 2, 29101, 710.573, 68408.3
239, 0.000701636, 5.12627e-07, 2, 2, 30193, 756.675, 68160.8
239, 0.000752482, 5.13734e-07, 2, 1, 31063, 802.483, 68084.2
239, 0.000807237, 6.07245e-07, 3, 2, 32392, 850.894, 67937.6
239, 0.000873338, 7.11822e-07, 3, 2, 33745, 906.427, 67419.8
239, 0.000949103, 7.69055e-07, 3, 2, 35140, 965.343, 66872.1
239, 0.00102727, 7.81281e-07, 3, 2, 36229, 1025.13, 66455.1
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
240, 0, 1, 3, 2, 14284, 1072.36, 65893.3
240, 4.65223e-06, 4.46978e-08, 2, 1, 19864, 21.0587, 89434.5
240, 1.2051e-05, 1.10925e-07, 2, 1, 20233, 44.7975, 87078.2
240, 2.40966e-05, 1.25329e-07, 2, 1, 20287, 67.0769, 88271.8
240, 3.5982e-05, 1.12408e-07, 1, 1, 20896, 92.7434, 86013.2
240, 4.95887e-05, 1.61693e-07, 2, 1, 21220, 118.362, 85223.3
240, 6.70016e-05, 2.01731e-07, 2, 2, 21652, 144.731, 84502.4
240, 8.77238e-05, 2.36762e-07, 3, 2, 21802, 173.22, 83150.3
240, 0.000111872, 2.40278e-07, 3, 1, 21910, 206.989, 80167.7
240, 0.000139078, 2.92897e-07, 2, 1, 22003, 234.935, 79996
240, 0.000171445, 3.27522e-07, 2, 1, 22069, 262.39, 80001.8
240, 0.00020771, 3.76945e-07, 2, 1, 22639, 291.601, 79651.5
240, 0.000245895, 3.53265e-07, 2, 1, 23128, 321.486, 79362
240, 0.000284174, 4.45732e-07, 2, 1, 23677, 356.882, 78037.7
240, 0.000331517, 4.84195e-07, 2, 2, 24067, 387.61, 77999.2
240, 0.000379705, 4.49745e-07, 2, 2, 24811, 426.236, 76662.5
240, 0.00042557, 4.77663e-07, 2, 1, 25273, 465.083, 75643.5
240, 0.000475871, 5.47689e-07, 3, 2, 26056, 501.95, 75205.6
240, 0.000534435, 5.67534e-07, 3, 2, 26917, 544.902, 74138.8
240, 0.000589079, 5.47356e-07, 3, 1, 27652, 589.633, 73144
240, 0.00064773, 6.113e-07, 11, 2, 28657, 660.985, 69503.9
240, 0.000712699, 7.13469e-07, 15, 2, 29440, 735.435, 66424.2
240, 0.000782236, 6.93409e-07, 3, 2, 30046, 795.567, 65144.1
240, 0.000853919, 7.5002e-07, 3, 2, 30703, 842.243, 65140.4
240, 0.000929645, 7.51769e-07, 3, 2, 31681, 893.834, 64872.5
240, 0.00100312, 7.43783e-07, 3, 2, 33118, 948.798, 64530.3
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
241, 0, 1, 4, 2, 14284, 951.393, 64493.8
241, 6.97716e-06, 7.33505e-08, 2, 1, 19777, 25.0952, 73348.8
241, 1.9476e-05, 1.82075e-07, 2, 1, 20911, 52.2842, 74204.7
241, 3.97543e-05, 1.96019e-07, 2, 1, 21625, 79.6962, 75357.7
241, 6.06585e-05, 2.36551e-07, 2, 1, 22360, 111.336, 73705.6
241, 8.46345e-05, 2.69503e-07, 1, 1, 23506, 142.504, 73679.8
241, 0.000115754, 3.33167e-07, 2, 1, 24169, 173.933, 74089.7
241, 0.000153485, 3.77726e-07, 2, 2, 24109, 212.048, 72154.6
241, 0.000190399, 3.74477e-07, 2, 2, 24310, 251.571, 70423.9
241, 0.000231467, 4.52308e-07, 2, 2, 24529, 290.614, 69359.6
241, 0.000282506, 5.49397e-07, 2, 2, 25141, 331.032, 68391.3
241, 0.000339249, 5.51015e-07, 3, 2, 25564, 369.23, 68171.4
241, 0.000391901, 5.21177e-07, 3, 2, 26017, 406.552, 68249.2
241, 0.000447454, 6.06084e-07, 2, 2, 26527, 449.181, 67621.9
241, 0.000512605, 6.66471e-07, 2, 2, 26932, 491.457, 67240
241, 0.000573656, 5.76934e-07, 2, 2, 27361, 530.696, 67382.6
241, 0.000634196, 6.57566e-07, 2, 2, 27742, 572.557, 67274.4
241, 0.000706257, 8.2665e-07, 2, 2, 28030, 609.786, 67740.8
241, 0.000789567, 7.96306e-07, 2, 2, 28360, 653.435, 67530.4
241, 0.000869904, 8.5087e-07, 3, 2, 28681, 691.809, 67922.5
241, 0.000961633, 9.0622e-07, 4, 2, 29389, 740.309, 67391.3
241, 0.00105505, 8.81449e-07, 4, 2, 30235, 790.503, 66879.5
241, 0.00115058, 1.11375e-06, 3, 2, 31024, 836.113, 66894.1
241, 0.00126034, 1.02159e-06, 2, 2, 31639, 882.748, 66907.5
241, 0.00136619, 1.05147e-06, 2, 2, 32182, 931.109, 66855.5
241, 0.00148198, 1.38355e-06, 3, 2, 32638, 985.099, 66481.4
241, 0.0016098, 1.30672e-06, 3, 2, 33124, 1039.65, 66157.2
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
242, 0, 1, 3, 2, 14284, 1063.5, 65955.6
242, 8.09744e-06, 7.57331e-08, 2, 1, 12475, 6.84898, 170675
242, 2.08745e-05, 1.88904e-07, 2, 1, 13054, 15.3798, 159233
242, 4.2144e-05, 2.12645e-07, 2, 1, 13510, 24.1157, 156731
242, 6.41403e-05, 2.25034e-07, 1, 2, 14317, 37.4737, 137990
242, 8.75719e-05, 2.59956e-07, 2, 1, 15136, 49.7634, 133532
242, 0.000118274, 3.26595e-07, 2, 1, 15859, 62.1046, 132045
242, 0.000156062, 3.67569e-07, 2, 2, 15721, 75.7672, 129103
242, 0.000195087, 4.01547e-07, 2, 1, 15631, 91.1052, 124559
242, 0.000237599, 4.71774e-07, 2, 2, 15766, 109.857, 117573
242, 0.000288377, 5.26741e-07, 2, 2, 15877, 127.857, 113393
242, 0.000344953, 5.74546e-07, 2, 2, 16057, 144.704, 111225
242, 0.00040063, 5.81974e-07, 3, 2, 16324, 164.079, 107924
242, 0.000467353, 7.22025e-07, 2, 2, 16786, 187.112, 103473
242, 0.000539901, 7.71755e-07, 3, 2, 17176, 210.597, 100007
242, 0.000619967, 8.3501e-07, 3, 2, 17617, 237.25, 96099
242, 0.000701539, 7.96128e-07, 2, 1, 18244, 267.104, 92072.6
242, 0.000782254, 8.31977e-07, 2, 2, 18949, 294.131, 89935.5
242, 0.00087397, 9.56722e-07, 2, 2, 19729, 319.748, 88778.3
242, 0.000973696, 1.01422e-06, 2, 2, 20566, 347.103, 87581.4
242, 0.00107685, 1.0501e-06, 3, 2, 21115, 375.585, 86480.9
242, 0.00118758, 1.19874e-06, 3, 2, 21682, 409.673, 84514
242, 0.00130128, 1.13338e-06, 3, 2, 22381, 439.546, 83774.8
242, 0.00141135, 1.08344e-06, 3, 2, 23065, 474.695, 82364.3
242, 0.00151724, 1.03737e-06, 3, 2, 23698, 513.401, 80714.9
242, 0.00162724, 1.17845e-06, 3, 2, 24532, 552.685, 79334.9
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
243, 0, 1, 3, 2, 14284, 577.705, 78557.5
243, 7.18687e-06, 6.15695e-08, 2, 1, 19717, 23.7881, 77237.1
243, 1.76453e-05, 1.58584e-07, 2, 1, 20779, 50.5963, 76389.5
243, 3.51107e-05, 1.79201e-07, 2, 1, 21583, 81.0642, 73871.3
243, 5.3966e-05, 2.00632e-07, 2, 2, 22285, 116.794, 70026.1
243, 7.53948e-05, 2.22054e-07, 1, 1, 23029, 147.285, 70891
243, 0.000100356, 2.77887e-07, 2, 1, 24130, 179.097, 71454.2
243, 0.000132086, 3.72675e-07, 3, 1, 25165, 214.748, 71073.1
243, 0.000168702, 3.54287e-07, 2, 1, 25975, 245.799, 72490
243, 0.000203552, 3.5486e-07, 2, 1, 26104, 285.535, 71537.2
243, 0.000239313, 3.60997e-07, 2, 1, 26302, 318.404, 72355.8
243, 0.000277561, 4.0404e-07, 2, 2, 26596, 354.313, 72489
243, 0.000317999, 4.06542e-07, 2, 2, 27034, 394.232, 71939.1
243, 0.00036323, 4.62512e-07, 2, 1, 27640, 436.788, 71183.9
243, 0.000411096, 4.84779e-07, 2, 1, 28180, 478.23, 70850.7
243, 0.000461988, 5.25241e-07, 2, 1, 28903, 518.144, 70908.6
243, 0.000517221, 6.02912e-07, 3, 1, 29311, 556.628, 71230.4
243, 0.000583255, 6.85536e-07, 3, 2, 29971, 603.019, 70647.9
243, 0.000654106, 6.39342e-07, 3, 2, 30751, 653.14, 69879.9
243, 0.000717091, 6.81898e-07, 3, 2, 31645, 704.949, 69170
243, 0.000789133, 7.63715e-07, 3, 2, 32371, 754.641, 68852.1
243, 0.000862546, 6.96735e-07, 2, 2, 33187, 804.442, 68664.2
243, 0.000934376, 7.21965e-07, 2, 2, 33724, 854.482, 68559.5
243, 0.00100903, 7.80155e-07, 3, 2, 34549, 904.757, 68523.3
243, 0.00108499, 7.40247e-07, 3, 2, 35290, 956.467, 68468
243, 0.00116795, 9.06622e-07, 3, 2, 36292, 1013.38, 68156.1
243, 0.00125919, 1.00965e-06, 3, 2, 37288, 1070.25, 67971.7
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
244, 0, 1, 4, 2, 14284, 1130, 67330.4
244, 5.66814e-06, 4.79879e-08, 2, 1, 17872, 19.0869, 87638
244, 1.39125e-05, 1.19454e-07, 2, 1, 18688, 42.7692, 82061.1
244, 2.73242e-05, 1.38795e-07, 2, 1, 19450, 68.6658, 78893.2
244, 4.19046e-05, 1.58023e-07, 2, 1, 20182, 86.8753, 85170.7
244, 5.82544e-05, 1.61945e-07, 2, 1, 20827, 108.162, 87380
244, 7.53394e-05, 1.84698e-07, 1, 1, 21370, 130.203, 88743.3
244, 9.60797e-05, 2.29494e-07, 2, 1, 21883, 159.366, 86064.6
244, 0.000120596, 2.53251e-07, 2, 1, 22174, 191.374, 83202.5
244, 0.000146745, 2.68639e-07, 1, 1, 22786, 217.579, 83497.6
244, 0.00017305, 2.59951e-07, 2, 1, 23425, 248.172, 82535.5
244, 0.000199187, 2.64299e-07, 2, 1, 23785, 277.292, 82394.5
244, 0.00022607, 2.76437e-07, 1, 1, 24277, 311.352, 81096.6
244, 0.00025447, 2.909e-07, 1, 1, 24910, 342.683, 80857.9
244, 0.000284366, 3.07871e-07, 2, 1, 25609, 375.853, 80441.6
244, 0.000315888, 3.20132e-07, 2, 1, 26050, 414.315, 79215
244, 0.000348365, 3.29976e-07, 2, 1, 26674, 448.421, 79073.1
244, 0.000381782, 3.3728e-07, 2, 1, 27202, 482.854, 79012.5
244, 0.000415821, 3.44774e-07, 2, 1, 27850, 520.312, 78606.7
244, 0.000450866, 3.56189e-07, 1, 1, 28288, 561.209, 77880.8
244, 0.000487006, 3.65163e-07, 2, 1, 28813, 603.434, 77162.6
244, 0.000523864, 3.72267e-07, 2, 1, 29077, 648.15, 76307.5
244, 0.000561535, 3.81356e-07, 2, 1, 29368, 689.768, 75937.4
244, 0.000600145, 3.90691e-07, 2, 1, 29671, 733.442, 75440.9
244, 0.000639669, 3.99525e-07, 2, 2, 30007, 781.952, 74580.1
244, 0.000680047, 4.07881e-07, 2, 2, 30151, 825.991, 74247.8
244, 0.000721245, 4.16206e-07, 2, 1, 30316, 868.365, 74107
244, 0.000763299, 4.24904e-07, 2, 1, 30589, 918.677, 73363.6
244, 0.000806232, 4.33778e-07, 2, 2, 30769, 959.638, 73433.3
244, 0.000850053, 4.42579e-07, 2, 1, 30862, 1005.65, 73141
244, 0.000894768, 4.51551e-07, 2, 2, 30916, 1051.86, 72868
244, 0.000940367, 4.60374e-07, 2, 1, 31264, 1098.72, 72586.9
244, 0.000986847, 4.69114e-07, 2, 1, 31453, 1151.62, 71968.4
244, 0.0010342, 4.77866e-07, 2, 2, 31822, 1203.81, 71476.6
run, t, dt, mgp.i, mgu.i, grid->tn, perf.t, perf.speed
245, 0, 1, 3, 1, 14284, 1219.73, 71353.2
245, 2.05698e-05, 2.5858e-07, 2, 2, 15535, 16.6525, 89244.1
245, 5.96024e-05, 4.91273e-07, 2, 1, 16186, 37.6234, 81622.7
245, 0.000127999, 8.1356e-07, 2, 2, 16318, 66.372, 70790.7
245, 0.000218026, 9.39796e-07, 1, 2, 16411, 90.2371, 70160
245, 0.000316545, 1.07044e-06, 1, 2, 16606, 119.467, 66857.1
245, 0.000446448, 1.36356e-06, 3, 2, 17032, 151.369, 63855.9
